items,k,exact_agreement,mean_diff,mean_abs_diff
220047+220277+223939+223941,4,0.023608452060747718,3.3107976368056944,3.427641856258589
220277+223770+223940+229770,4,0.02354972456805929,3.3435793232243745,3.471769694264673
220277+223769+223939+228194,4,0.023514488072446237,3.389292803533046,3.483186318843303
220046+220277+223939+223941,4,0.02350274257390855,3.3126886620702614,3.429438917534855
220277+223769+223939+230037,4,0.02350274257390855,3.39399100294812,3.481025147112369
220277+223769+223939,3,0.02350274257390855,3.394413840895477,3.481260057083123
220277+223769+223940+223942,4,0.023490997075370865,3.306992095279484,3.5266798999283524
220277+223769+223944+228194,4,0.023479251576833178,3.3907257543546434,3.4835856657935844
220277+223770+223942+223945,4,0.023479251576833178,3.307109550264861,3.5046923266658054
220046+220277+223941+223944,4,0.023467506078295494,3.314121612891859,3.429979210467588
220277+223769+223944+230037,4,0.023467506078295494,3.395423953769718,3.4814244940626504
220277+223769+223944,3,0.023467506078295494,3.3958467917170743,3.481659404033404
220047+220277+223944+223946,4,0.023420524084144752,3.318021118406371,3.4266434888828856
220277+223770+223941+223942,4,0.02339703308706938,3.318220791881511,3.5074407733236237
220047+220277+223939+223944,4,0.023385287588531697,3.3081783906317903,3.438013131467365
220047+220277+223939+223946,4,0.02337354208999401,3.316588167584773,3.426479051903358
220277+223770+223940+228194,4,0.02337354208999401,3.342651428839897,3.4742714854532
220277+223770+223940+230037,4,0.023361796591456326,3.347349628254971,3.4720868227251906
220277+223770+223940,3,0.023361796591456326,3.347772466202328,3.4723217326959444
220046+220277+223939+223944,4,0.023291323600230212,3.3100694158963577,3.439739719752405
220277+223769+223940+229770,4,0.023279578101692525,3.3633117607676857,3.4904920189337436
220277+223770+223945+229770,4,0.02326783260315484,3.3634292157530625,3.4685514276653473
220277+223770+223942+223946,4,0.023256087104617157,3.3240113226605903,3.5065128789391466
220046+220277+223939+223946,4,0.02324434160607947,3.3184791928493405,3.4282526221825487
220277+223770+223941+229770,4,0.02324434160607947,3.374540457369713,3.4709944913611857
220046+220277+223944+223946,4,0.023232596107541786,3.3199121436709382,3.4285580051445286
220277+223769+223942+223945,4,0.023209105110466415,3.3268419878081725,3.5233911603378005
220277+223769+223941+223942,4,0.023162123116315672,3.337953229424823,3.526069134004393
220277+223769+223940+228194,4,0.023103395623627246,3.3623838663832086,3.493017301119346
220277+223770+223945+228194,4,0.02309165012508956,3.3625013213685855,3.471029727856799
220277+223769+223940+230037,4,0.02309165012508956,3.3670820657982827,3.4908326383913364
220277+223769+223940,3,0.02309165012508956,3.3675049037456395,3.49106754836209
220277+223770+223945+230037,4,0.023079904626551875,3.3671995207836596,3.468868556125865
220277+223770+223945,3,0.023079904626551875,3.3676223587310163,3.4691034660966187
220277+223770+223946+229770,4,0.023079904626551875,3.380330988148792,3.470278015950387
220277+223770+223941+228194,4,0.023079904626551875,3.373612562985236,3.4734727915526373
220277+223770+223941+230037,4,0.023068159128014187,3.37831076240031,3.4713116198217033
220277+223770+223941,3,0.023068159128014187,3.3787336003476667,3.471546529792457
220047+220277+223940+223941,4,0.023032922632401132,3.283888699655857,3.444261736689414
220277+223769+223942+223946,4,0.02300943163532576,3.343743760203902,3.525164730616991
220277+223769+223945+229770,4,0.022997686136788077,3.383161653296374,3.487297243331493
220277+223769+223941+229770,4,0.022997686136788077,3.3942728949130245,3.489693325033181
220277+223770+223941+223946,4,0.02298594063825039,3.3445307086059266,3.4784763739296913
220277+223770+223946+228194,4,0.022915467647024276,3.379403093764315,3.4727563161418384
220277+223770+223946+230037,4,0.022903722148486592,3.384101293179389,3.4705951444109044
220277+223770+223946,3,0.022903722148486592,3.3845241311267458,3.470830054381658
220047+220277+223940+223946,4,0.02285674015433585,3.2896792304349356,3.441407580544756
220046+220277+223940+223941,4,0.02285674015433585,3.2857797249204244,3.4460587979656796
220047+220277+223940+223945,4,0.022844994655798166,3.2727774580392066,3.4609638356100025
220277+223769+223941+228194,4,0.02283324915726048,3.3933450005285475,3.492195116221708
220277+223769+223946+229770,4,0.022821503658722795,3.4000634256921036,3.4890003406194574
220277+223769+223945+228194,4,0.022821503658722795,3.382233758911897,3.4897990345200203
220277+223769+223941+230037,4,0.022821503658722795,3.3980431999436216,3.490033944490774
220277+223769+223941,3,0.022821503658722795,3.3984660378909783,3.4902688544615277
220277+223769+223945+230037,4,0.022809758160185108,3.3869319583269712,3.4876378627890863
220277+223769+223945,3,0.022809758160185108,3.387354796274328,3.48787277275984
220047+220277+223941+223945,4,0.02272753967042131,3.3037385921845455,3.4397984472450935
220047+220277+223942+223944,4,0.02272753967042131,3.2917112016819554,3.4713938383114673
220047+220277+223939+223942,4,0.022715794171883626,3.2902782508603576,3.47092401836996
220046+220277+223940+223946,4,0.022692303174808255,3.291570255699503,3.443157659826871
220277+223769+223941+223946,4,0.022692303174808255,3.3642631461492383,3.4970577526163096
220046+220277+223940+223945,4,0.022680557676270568,3.274668483303774,3.462737405889193
220277+223769+223946+228194,4,0.0226570666791952,3.399135531307626,3.4915021318079846
220277+223769+223946+230037,4,0.022645321180657513,3.4038337307227007,3.4893409600770506
220277+223769+223946,3,0.022645321180657513,3.404256568670057,3.4895758700478043
220047+220277+223945+223946,4,0.02263357568211983,3.309529122963624,3.4381188409542043
220046+220277+223939+223942,4,0.022610084685044458,3.292169276124925,3.47269758864915
220046+220277+223941+223945,4,0.022586593687969087,3.3056296174491124,3.44164249051551
220046+220277+223942+223944,4,0.022563102690893715,3.293602226946523,3.47330835457311
220046+220277+223945+223946,4,0.0224926296996676,3.3114201482281915,3.4399393932275455
220045+223770+223938+223940,4,0.02246913870259223,2.6696108716334463,2.7762834893527057
220045+223770+223938+223939,4,0.02244564770551686,2.696519808783284,2.768919061769577
220045+223770+223938+223944,4,0.022386920212828433,2.6979527596048816,2.7686606608017477
220047+220277+223944+229770,4,0.02237517471429075,3.348030867170157,3.434971047346105
220047+220277+223939+229770,4,0.022363429215753062,3.3465979163485593,3.4347126463782756
220046+220277+223939+229770,4,0.022281210725989264,3.3484889416131267,3.4365331986516168
220047+220277+223940+223942,4,0.02226946522745158,3.2633693137105206,3.481154347596284
220045+223770+223939+223949,4,0.022257719728913893,2.704060418844478,2.7737112251729523
220047+220277+223944+228194,4,0.022257719728913893,3.34710297278568,3.4373788745463303
220047+220277+223944+230037,4,0.02224597423037621,3.351801172200754,3.435217702815396
220047+220277+223944,3,0.02224597423037621,3.352224010148111,3.4354526127861496
220047+220277+223939+228194,4,0.02224597423037621,3.3456700219640823,3.437120473578501
220047+220277+223939+230037,4,0.022234228731838522,3.3503682213791564,3.434959301847567
220047+220277+223939,3,0.022234228731838522,3.350791059326513,3.4351942118183207
220046+220277+223944+229770,4,0.022234228731838522,3.3499218924347245,3.436932545601898
220045+223770+223940+223949,4,0.022198992236225467,2.6771514816946405,2.781381035718061
220045+223769+223938+223940,4,0.022163755740612412,2.689343309176758,2.795076287013002
220046+220277+223939+228194,4,0.022152010242074725,3.3475610472286497,3.4389175348547667
220046+220277+223939+230037,4,0.02214026474353704,3.3522592466437238,3.4367563631238327
220046+220277+223939,3,0.02214026474353704,3.3526820845910805,3.4369912730945864
220046+220277+223940+223942,4,0.022128519244999353,3.2652603389750876,3.482904426878399
220045+223769+223938+223939,4,0.022105028247923982,2.7162522463265955,2.7877823324210995
220046+220277+223944+228194,4,0.022105028247923982,3.3489939980502474,3.4393168818050484
220045+223770+223944+223949,4,0.0220932827493863,2.7054933696660757,2.7747918110384195
220046+220277+223944+230037,4,0.0220932827493863,3.3536921974653215,3.437155710074114
220046+220277+223944,3,0.0220932827493863,3.3541150354126783,3.4373906200448676
220045+223769+223938+223944,4,0.022022809758160185,2.717685197148193,2.787547422450346
220047+220277+223942+223945,4,0.0220110642596225,3.2832192062392087,3.477560225043752
220047+220277+223940+229770,4,0.021975827764009442,3.3196889791987223,3.444895993610449
220045+223770+223938+223945,4,0.02196408226547176,2.689460764162135,2.772642384806023
220045+223769+223939+223949,4,0.02196408226547176,2.7237928563877896,2.7923865678478723
220045+223769+223940+223949,4,0.0219288457698587,2.696883919237952,2.80000939639883
220046+220277+223942+223945,4,0.021893609274245645,3.285110231503776,3.4793807773170933
220046+220277+223940+229770,4,0.02185837277863259,3.3215800044632893,3.4466930548867145
220047+220277+223940+228194,4,0.02183488178155722,3.318761084814245,3.447350802804825
220047+220277+223940+230037,4,0.02182313628301953,3.323459284229319,3.4451661400768154
220047+220277+223940,3,0.02182313628301953,3.3238821221766757,3.445401050047569
220045+223769+223944+223949,4,0.021799645285944164,2.725225807209387,2.7934906447104146
220047+220277+223941+223942,4,0.021787899787406476,3.294330447855859,3.480402635689872
220046+220277+223941+223942,4,0.02172917229471805,3.2962214731204265,3.4822231879632133
220045+223770+223945+223949,4,0.02170568129764268,2.697001374223329,2.7779278591479817
220046+220277+223940+228194,4,0.02170568129764268,3.3206521100788122,3.4491243730840155
220047+220277+223945+229770,4,0.02169393579910499,3.3395388717274104,3.4414428170403695
220046+220277+223940+230037,4,0.02169393579910499,3.3253503094938863,3.446939710356006
220046+220277+223940,3,0.02169393579910499,3.325773147441243,3.4471746203267597
220045+223769+223938+223945,4,0.021658699303491936,2.7091932017054465,2.7914586734633953
220047+220277+223942+223946,4,0.02162346280787888,3.300120978634938,3.4793572863200177
220046+220277+223945+229770,4,0.02159997181080351,3.341429896991978,3.4433103513078613
220047+220277+223945+228194,4,0.021552989816652768,3.3386109773429333,3.44387413523767
220047+220277+223945+230037,4,0.021541244318115084,3.3433091767580074,3.441712963506736
220047+220277+223945,3,0.021541244318115084,3.343732014705364,3.4419478734774898
220046+220277+223942+223946,4,0.021541244318115084,3.3020120038995056,3.481154347596284
220047+220277+223941+229770,4,0.021529498819577397,3.3506501133440607,3.443979844724509
220046+220277+223941+229770,4,0.02149426232396434,3.352541138608628,3.4458473789920014
220046+220277+223945+228194,4,0.0214472803298136,3.3405020026075007,3.445718178508087
220045+223769+223945+223949,4,0.021435534831275912,2.7167338117666406,2.796579710825826
220046+220277+223945+230037,4,0.021435534831275912,3.345200202022575,3.443557006777153
220046+220277+223945,3,0.021435534831275912,3.3456230399699316,3.4437919167479065
220047+220277+223941+228194,4,0.021400298335662857,3.3497222189595837,3.44641116292181
220047+220277+223941+230037,4,0.021388552837125173,3.3544204183746578,3.444249991190876
220047+220277+223941,3,0.021388552837125173,3.3548432563220145,3.44448490116163
220277+223770+223942+229770,4,0.021388552837125173,3.3540210714243766,3.5229683223904438
220047+220277+223941+223946,4,0.021376807338587486,3.3206403645802745,3.451649655269618
220047+220277+223946+229770,4,0.021353316341512114,3.35644064412314,3.443145914328334
220046+220277+223941+228194,4,0.021353316341512114,3.351613244224151,3.448255206192227
220045+223770+223938+223941,4,0.02134157084297443,2.700572005778785,2.77433373659545
220046+220277+223941+230037,4,0.02134157084297443,3.356311443639225,3.446094034461293
220046+220277+223941,3,0.02134157084297443,3.356734281586582,3.4463289444320466
220046+220277+223946+229770,4,0.021294588848823688,3.358331669387707,3.44498995759875
220046+220277+223941+223946,4,0.021247606854672946,3.322531389844842,3.4534936985400346
220047+220277+223946+228194,4,0.021224115857597575,3.3555127497386628,3.4455772325256344
220045+223770+223938+223949,4,0.02121237035905989,2.658981195456841,2.7895441572017523
220047+220277+223946+230037,4,0.02121237035905989,3.360210949153737,3.4434160607947004
220047+220277+223946,3,0.02121237035905989,3.3606337871010936,3.443650970765454
220277+223770+223942+230037,4,0.02121237035905989,3.3577913764549736,3.523261959853886
220277+223770+223942,3,0.02121237035905989,3.3582142144023304,3.5234968698246396
220277+223770+223942+228194,4,0.02121237035905989,3.3530931770398995,3.52542313158482
220046+220277+223946+228194,4,0.021153642866371464,3.35740377500323,3.4473977847989756
220046+220277+223946+230037,4,0.021141897367833777,3.3621019744183043,3.4452366130680416
220046+220277+223946,3,0.021141897367833777,3.362524812365661,3.4454715230387953
220277+223769+223942+229770,4,0.021130151869296093,3.373753508967688,3.5417846110478157
220045+223770+223938+223946,4,0.021012696883919237,2.7063625365578643,2.7735232971963497
220045+223769+223938+223949,4,0.021012696883919237,2.678713633000153,2.807961098908843
220045+223769+223938+223941,4,0.021000951385381553,2.720304443322097,2.793150025252822
220045+223770+223941+223949,4,0.020989205886843866,2.7081126158399793,2.779666192931559
220277+223769+223942+230037,4,0.02095396939123081,3.3775238139982853,3.5421017395083334
220277+223769+223942,3,0.02095396939123081,3.377946651945642,3.542336649479087
220277+223769+223942+228194,4,0.02095396939123081,3.372825614583211,3.5442629112392674
220277+223770+229770+230037,4,0.02093047839415544,3.4141110419431753,3.487802299768614
220277+223770+229770,3,0.02093047839415544,3.414533879890532,3.4880372097393675
220277+223770+228194+229770,4,0.02093047839415544,3.409412842528101,3.4899634714995478
220045+220047+223938+223939,4,0.020766041414627845,2.6726294647576316,2.742397726071483
220045+220047+223938+223944,4,0.020754295916090158,2.6740624155792294,2.742068852112428
220277+223770+230037,3,0.020754295916090158,3.418304184921129,3.4883543381998847
220277+223770,2,0.020754295916090158,3.418727022868486,3.4885892481706384
220277+223770+228194+230037,4,0.020754295916090158,3.4131831475586982,3.4902805999600655
220277+223770+228194,3,0.020754295916090158,3.413605985506055,3.490515509930819
220045+220046+223938+223944,4,0.020730804919014786,2.675953440843797,2.7439128953828447
220045+220046+223938+223939,4,0.020719059420477103,2.674520490022199,2.7441712963506735
220045+223770+223946+223949,4,0.02069556842340173,2.7139031466190584,2.7787852805412325
220045+220047+223938+223940,4,0.020683822924864047,2.645720527607794,2.750138009607818
220045+223769+223938+223946,4,0.020683822924864047,2.7260949741011755,2.7923865678478723
220045+223769+223941+223949,4,0.020683822924864047,2.727845053383291,2.7983180446094034
220277+223769+229770+230037,4,0.020660331927788676,3.433843479486487,3.506712552414287
220277+223769+229770,3,0.020660331927788676,3.4342663174338437,3.5069474623850407
220277+223769+228194+229770,4,0.020660331927788676,3.429145280071413,3.5088737241452215
220045+220046+223938+223940,4,0.02064858642925099,2.6476115528723616,2.751888088889933
220045+220047+223939+223949,4,0.02054287694241182,2.6801700748188257,2.747448290442688
220045+220046+223939+223949,4,0.020484149449723394,2.682061100083393,2.7492453517189537
220277+223769+230037,3,0.020484149449723394,3.4380366224644403,3.507288081842634
220277+223769,2,0.020484149449723394,3.438459460411797,3.5075229918133877
220277+223769+228194+230037,4,0.020484149449723394,3.4329155851020094,3.5092143436028143
220277+223769+228194,3,0.020484149449723394,3.433338423049366,3.509449253573568
220045+220047+223944+223949,4,0.020401930959959597,2.6816030256404235,2.7484349123198535
220045+220047+223940+223949,4,0.020401930959959597,2.6532611376689883,2.7554939569410024
220045+223769+223946+223949,4,0.020401930959959597,2.7336355841623696,2.7974841142132276
220045+220046+223940+223949,4,0.020378439962884225,2.6551521629335557,2.7572440362231174
220045+220046+223944+223949,4,0.020366694464346538,2.6834940509049905,2.7503024465873454
220045+223770+223938+223942,4,0.02026098497750737,2.680052619833449,2.815431235978811
220045+220047+223938+223945,4,0.020214002983356627,2.6655704201364827,2.7462619950903817
220045+220046+223938+223945,4,0.02019051198628126,2.66746144540105,2.748106038360798
220045+220046+223945+223949,4,0.019955602015527547,2.6750020554622442,2.753602931676435
220045+220047+223945+223949,4,0.019943856516989864,2.673111030197677,2.751782379403094
220045+223770+223938+229770,4,0.019920365519914492,2.7363722853216506,2.7779983321392074
220045+223769+223938+223942,4,0.01989687452283912,2.6997850573767606,2.834482434606937
220045+223770+223942+223949,4,0.01987338352576375,2.687593229894643,2.8205757643383174
220045+223770+223938+230037,4,0.01974418304184921,2.7401425903522476,2.777916113649444
220045+223770+223938,3,0.01974418304184921,2.7405654282996044,2.7780805506289714
220045+223770+223938+228194,4,0.019732437543311526,2.7354443909371735,2.7827787500440455
220047+220277+223942+229770,4,0.019708946546236155,3.3301307273987244,3.4959066937596166
220046+220277+223942+229770,4,0.01961498255793467,3.332021752663292,3.4977742280271085
220047+220277+223942+230037,4,0.01956800056378393,3.3339010324293215,3.496153349228908
220047+220277+223942,3,0.01956800056378393,3.334323870376678,3.496388259199662
220047+220277+223942+228194,4,0.01956800056378393,3.3292028330142474,3.498314520959842
220045+223769+223938+229770,4,0.01954450956670856,2.756104722864962,2.797096512761484
220045+223769+223942+223949,4,0.01954450956670856,2.707325667437954,2.8394625259869155
220045+223770+223949+229770,4,0.019532764068170873,2.7439128953828447,2.783401261466543
220045+220047+223938+223941,4,0.019497527572557818,2.676681661753133,2.7480942928622607
220046+220277+223942+230037,4,0.01946229107694476,3.335792057693889,3.497997392499325
220046+220277+223942,3,0.01946229107694476,3.3362148956412456,3.4982323024700785
220046+220277+223942+228194,4,0.01946229107694476,3.3310938582788148,3.500158564230259
220045+220046+223938+223941,4,0.019450545578407075,2.6785726870177005,2.7499618271297526
220045+223769+223938+230037,4,0.019368327088643278,2.759875027895559,2.7970377852687958
220045+223769+223938,3,0.019368327088643278,2.7602978658429156,2.7972022222483233
220045+223770+223949+230037,4,0.01935658159010559,2.7476832004134417,2.7834130069650804
220045+223770+223949,3,0.01935658159010559,2.748106038360798,2.7835774439446084
220045+223769+223938+228194,4,0.01935658159010559,2.7551768284804847,2.8019004216633974
220045+223770+223949+228194,4,0.019344836091567907,2.742985000998367,2.7882756433596825
220045+220046+223938+223949,4,0.019321345094492536,2.6369818766957565,2.7655246126921855
220045+220047+223938+223949,4,0.019274363100341793,2.635090851431189,2.7637745334100705
220045+220047+223938+223946,4,0.019239126604728738,2.682472192532212,2.7470959254865575
220045+223769+223949+229770,4,0.019192144610577996,2.763645332926156,2.802335005109292
220047+220277+229770+230037,4,0.019192144610577996,3.390220697917523,3.460717180140711
220047+220277+229770,3,0.019192144610577996,3.39064353586488,3.4609520901114648
220047+220277+228194+229770,4,0.019192144610577996,3.385522498502449,3.462878351871645
220045+220046+223938+223946,4,0.019168653613502624,2.6843632177967796,2.7489399687569738
220045+220047+223941+223949,4,0.019145162616427253,2.684222271814327,2.7536616591691234
220045+220046+223941+223949,4,0.01913341711788957,2.6861132970788946,2.75550570243954
220046+220277+229770+230037,4,0.019086435123738827,3.3921117231820905,3.4626316964023536
220046+220277+229770,3,0.019086435123738827,3.3925345611294473,3.4628666063731077
220046+220277+228194+229770,4,0.019086435123738827,3.3874135237670164,3.464792868133288
220047+220277+230037,3,0.019051198628125772,3.394413840895477,3.4612222365778313
220047+220277,2,0.019051198628125772,3.3948366788428337,3.461457146548585
220047+220277+228194+230037,4,0.019051198628125772,3.389292803533046,3.463148498338012
220047+220277+228194,3,0.019051198628125772,3.389715641480403,3.463383408308766
220045+223770+223939+223940,4,0.019039453129588085,2.714690095021083,2.80508345176711
220045+223769+223949+230037,4,0.019015962132512713,2.767415637956753,2.8023702416049048
220045+223769+223949,3,0.019015962132512713,2.7678384759041097,2.8025346785844327
220045+223769+223949+228194,4,0.01900421663397503,2.762717438541679,2.807232877999507
220045+223770+223940+223944,4,0.018957234639824287,2.716123045842681,2.8060700736442756
220045+220047+223946+223949,4,0.018933743642748916,2.6900128025934062,2.752592818802194
220046+220277+230037,3,0.018933743642748916,3.3963048661600443,3.4631132618423988
220046+220277,2,0.018933743642748916,3.3967277041074007,3.4633481718131525
220046+220277+228194+230037,4,0.018933743642748916,3.3911838287976135,3.4650395236025795
220046+220277+228194,3,0.018933743642748916,3.39160666674497,3.465274433573333
220045+220046+223946+223949,4,0.01889850714713586,2.691903827857973,2.754413371075535
220045+223769+223939+223940,4,0.018757561164683634,2.7344225325643947,2.8241581413923114
220045+223770+223939+223945,4,0.018698833671995208,2.7345399875497716,2.800902054287694
220045+223769+223940+223944,4,0.018687088173457524,2.7358554833859925,2.8251682542665524
220045+223770+223944+223945,4,0.01861661518223141,2.7359729383713693,2.801700748188257
220045+220047+223938+223942,4,0.01848741469831687,2.6561622758077967,2.7889803732719436
220045+220046+223938+223942,4,0.018416941707090757,2.658053301072364,2.7908479075394355
220045+223769+223939+223945,4,0.018416941707090757,2.7542724250930832,2.820000234909971
220045+223769+223944+223945,4,0.018346468715864647,2.7557053759146806,2.820822419807609
220045+220047+223938+229770,4,0.018111558745110935,2.7124819412959984,2.7514535054440388
220045+220047+223942+223949,4,0.01809981324657325,2.663702885868991,2.794336320605128
220045+220046+223938+229770,4,0.01807632224949788,2.714372966560566,2.7533680217056813
220045+223770+223939+223941,4,0.01807632224949788,2.745651229166422,2.8011604552555234
220045+220046+223942+223949,4,0.018041085753884824,2.6655939111335583,2.79620385487262
220045+220047+223938+230037,4,0.01794712176558334,2.7162522463265955,2.751324304960124
220045+220047+223938,3,0.01794712176558334,2.716675084273952,2.7514887419396516
220045+220047+223938+228194,4,0.017935376267045656,2.7115540469115214,2.7561869413547258
220045+223770+223941+223944,4,0.017911885269970285,2.7470841799880197,2.802217550123915
220045+220046+223938+230037,4,0.017900139771432597,2.718143271591163,2.7532153302246916
220045+220046+223938,3,0.017900139771432597,2.718566109538519,2.753379767204219
220045+220046+223938+228194,4,0.017888394272894913,2.7134450721760883,2.758077966619293
220045+223769+223939+223941,4,0.01779443028459343,2.7653836667097336,2.820188162886574
220045+220047+223949+229770,4,0.017700466296291947,2.7200225513571925,2.757114835739203
220045+223770+223939+223946,4,0.01768872079775426,2.751441759945501,2.800303033862272
220045+220046+223949+229770,4,0.017676975299216576,2.72191357662176,2.7590293520008458
220045+223769+223941+223944,4,0.017629993305065834,2.766816617531331,2.8212687487520407
220045+223770+223944+223946,4,0.017571265812377408,2.7528747107670983,2.8011487097569856
220045+223770+223939+223944,4,0.01755952031383972,2.7430319829925183,2.8129176992917464
220045+220047+223949+230037,4,0.01753602931676435,2.7237928563877896,2.75707959924359
220045+220047+223949,3,0.01753602931676435,2.724215694335146,2.7572440362231174
220045+220047+223949+228194,4,0.017524283818226665,2.719094656972715,2.7619422356381915
220045+220046+223949+230037,4,0.017500792821151294,2.7256838816523565,2.7589706245081573
220045+220046+223949,3,0.017500792821151294,2.7261067195997133,2.759135061487685
220045+220046+223949+228194,4,0.01748904732261361,2.7209856822372824,2.763833260902759
220045+223770+223940+223941,4,0.017418574331387496,2.7187422920165845,2.8186964845722877
220045+223769+223939+223946,4,0.017418574331387496,2.771174197488812,2.8193777234874733
220045+223769+223939+223944,4,0.017312864844548328,2.7627644205358295,2.832015879914023
220045+223770+223940+223946,4,0.01730111934601064,2.7245328227956636,2.815889310421781
220045+223769+223944+223946,4,0.01730111934601064,2.77260714831041,2.8202468903792624
220045+220047+223939+223940,4,0.017160173363558417,2.690799750995431,2.7793843009666546
220045+223769+223940+223941,4,0.017160173363558417,2.738474729559896,2.837677210209187
220045+220047+223940+223944,4,0.01710144587086999,2.6922327018170287,2.7802769588555187
220045+220046+223939+223940,4,0.017089700372332303,2.6926907762599983,2.7810639072575434
220045+223770+223941+223945,4,0.01707795487379462,2.738592184545273,2.8139278121659874
220045+220046+223940+223944,4,0.017054463876719248,2.694123727081596,2.7820270381376337
220045+223769+223940+223946,4,0.017054463876719248,2.744265260338975,2.834917018052831
220045+223770+223939+223942,4,0.016983990885493135,2.7251318432210856,2.841858607688603
220045+220047+223939+223945,4,0.016878281398653966,2.7106496435241194,2.7748975205252586
220045+223770+223940+223942,4,0.016878281398653966,2.698222906071248,2.8525587568564346
220045+223770+223940+223945,4,0.016854790401578595,2.707631050399934,2.8369254983027754
220045+223770+223942+223944,4,0.016854790401578595,2.726564794042683,2.8429391935540704
220045+223770+223945+223946,4,0.016831299404503224,2.744382715324352,2.812741516813681
220045+220047+223944+223945,4,0.01681955390596554,2.712082594345717,2.7756022504375197
220045+223769+223941+223945,4,0.01681955390596554,2.7583246220885846,2.8329320287999624
220045+220046+223939+223945,4,0.016807808407427852,2.712540668788687,2.776671090804449
220045+220046+223944+223945,4,0.016772571911814797,2.713973619610284,2.7774462937079365
220045+223769+223939+223942,4,0.016702098920588684,2.7448642807643973,2.8611212252904075
220045+223769+223940+223945,4,0.016596389433749515,2.727363487943246,2.856023678925052
220045+223769+223945+223946,4,0.01658464393521183,2.7641151528676633,2.8317927154418068
220045+223769+223942+223944,4,0.016572898436674144,2.7462972315859946,2.86222530215295
220045+223769+223940+223942,4,0.016572898436674144,2.71795534361456,2.8717978834611637
220045+223770+223939+229770,4,0.01653766194106109,2.7814515087092873,2.805271379743713
220045+223770+223940+229770,4,0.016490679946910346,2.75454257155945,2.8158775649232433
220045+223770+223944+229770,4,0.01640846145714655,2.7828844595308846,2.806140546635502
220045+223770+223939+230037,4,0.016373224961533494,2.7852218137398843,2.8052596342451754
220045+223770+223939,3,0.016373224961533494,2.785644651687241,2.805424071224703
220045+223770+223939+228194,4,0.016361479462995807,2.78052361432481,2.8101222706397775
220045+223770+223942+223945,4,0.016337988465920435,2.7180727985999367,2.849035107295129
220045+223770+223940+230037,4,0.01630275197030738,2.758312876590047,2.815889310421781
220045+223770+223940,3,0.01630275197030738,2.7587357145374036,2.8160537474013085
220045+223770+223940+228194,4,0.016291006471769693,2.7536146771749728,2.820775437813458
220045+223770+223944+230037,4,0.016244024477618954,2.7866547645614816,2.806128801136964
220045+223770+223944,3,0.016244024477618954,2.7870776025088384,2.806293238116492
220045+223769+223939+229770,4,0.016244024477618954,2.8011839462525985,2.8246044703367432
220045+223770+223944+228194,4,0.016232278979081267,2.7819565651464075,2.810991437531566
220045+220046+223769+223770,4,0.016220533480543583,-2.7243214038219854,2.732237869836385
220045+223938+223949+229770,4,0.016208787982005896,5.430660449382774,5.487273752334418
220045+223769+223940+229770,4,0.01617355148639284,2.7742750091027615,2.835187164519198
220045+220047+223939+223941,4,0.016138314990779782,2.7217608851407697,2.775226394484314
220045+223938+223942+223949,4,0.016138314990779782,5.3743407838945725,5.513571923560296
220045+223769+223944+229770,4,0.016114823993704414,2.8026168970741963,2.8254971282256074
220045+223769+223939+230037,4,0.016079587498091356,2.8049542512831955,2.824616215835281
220045+223769+223939,3,0.016079587498091356,2.8053770892305523,2.824780652814809
220045+223938+223949,3,0.016079587498091356,5.434853592360728,5.489564124549267
220045+223769+223939+228194,4,0.016067841999553672,2.8002560518681214,2.829478852229883
220045+223938+223949+228194,4,0.016067841999553672,5.429732554998297,5.493839486016984
220045+223938+223949+230037,4,0.016056096501015985,5.434430754413371,5.489352705575588
220045+220046+223939+223941,4,0.0160443510024783,2.723651910405337,2.7770234557605797
220045+223769+223942+223945,4,0.016032605503940613,2.737805236143248,2.8682977248969332
220045+223770+223941+223942,4,0.01602086000540293,2.729184040216587,2.852488283865209
220045+220047+223941+223944,4,0.015997369008327558,2.7231938359623675,2.7762130163614795
220045+223769+223940+230037,4,0.015985623509789874,2.7780453141333585,2.835222401014811
220045+223769+223940,3,0.015985623509789874,2.778468152080715,2.8353868379943385
220045+223769+223940+228194,4,0.015973878011252187,2.7733471147182844,2.840108528406488
220045+223770+223945+229770,4,0.015950387014176816,2.7743924640881383,2.812447879350239
220045+223769+223944+230037,4,0.015950387014176816,2.8063872021047933,2.825508873724145
220045+223769+223944,3,0.015950387014176816,2.80681004005215,2.8256733107036727
220045+223769+223944+228194,4,0.015938641515639132,2.801689002689719,2.8303715101187468
220045+220046+223941+223944,4,0.015926896017101445,2.725084861226935,2.7780805506289714
220045+220047+223769+223770,4,0.01586816852441302,-2.7262124290865524,2.734105404103877
220045+220047+223939+223946,4,0.015821186530262276,2.727551415919849,2.7741810451144597
220045+223770+223945+230037,4,0.01576245903757385,2.7781627691187354,2.8124596248487768
220045+223770+223945,3,0.01576245903757385,2.7785856070660917,2.8126240618283043
220045+223938+223940+223949,4,0.01576245903757385,5.36389903569457,5.464323048191781
220045+223770+223945+228194,4,0.015750713539036166,2.7734645697036613,2.8173222612433784
220045+220047+223944+223946,4,0.015727222541960795,2.728984366741446,2.774956248017947
220045+220046+223939+223946,4,0.015727222541960795,2.7294424411844163,2.775931124396575
220045+220046+223939+223944,4,0.015715477043423107,2.721032664231433,2.7888276817909534
