items,k,exact_agreement,mean_diff,mean_abs_diff
223769+223770+223945+223947,4,0.0005050564371204735,22.626117290548397,22.63154371087281
223936+223939+223943+223944,4,0.0005050564371204735,24.78145150870929,24.816875932298945
223935+223936+223941+223949,4,0.0005050564371204735,25.72978306064201,25.766358543088362
223935+223936+223940+223946,4,0.0005050564371204735,25.746203267597693,25.792010711894665
223935+223936+223944+223945,4,0.0005050564371204735,25.7576433831734,25.79574578042965
223935+223936+223941+223944,4,0.0005050564371204735,25.76875462479005,25.801806457675095
223935+223939+223940+223948,4,0.0005050564371204735,25.788263897861146,25.830336273623136
223935+223936+223945+229770,4,0.0005050564371204735,25.796062908890168,25.83050071060266
223935+223940+223944+223948,4,0.0005050564371204735,25.78969684868274,25.831698751453505
223935+223936+223945+230037,4,0.0005050564371204735,25.799833213920763,25.834294506630332
223935+223936+223945,3,0.0005050564371204735,25.80025605186812,25.834693853580614
223935+223936+223945+228194,4,0.0005050564371204735,25.79513501450569,25.83532811050165
223935+223936+223941+229770,4,0.0005050564371204735,25.807174150506818,25.83705469878669
223935+223940+223945+223948,4,0.0005050564371204735,25.781204853239995,25.840331692878703
223935+223936+223941+230037,4,0.0005050564371204735,25.810944455537417,25.840848494814363
223935+223936+223941,3,0.0005050564371204735,25.81136729348477,25.841247841764645
223935+223936+223941+228194,4,0.0005050564371204735,25.806246256122343,25.84188209868568
223936+223940+223942+223947,4,0.0005050564371204735,25.799844959419303,25.846686007587593
223942+223946+223947+223948,4,0.0005050564371204735,25.888499982381752,25.92444120790707
223936+223942+223945+223948,4,0.0005050564371204735,26.876625283360152,26.917664055250825
223936+223942+223948+229770,4,0.0005050564371204735,26.923536804519667,26.955531542536324
223936+223942+223948+228194,4,0.0005050564371204735,26.922608910135192,26.958925991613715
223936+223942+223948+230037,4,0.0005050564371204735,26.927307109550267,26.959325338563996
223936+223942+223948,3,0.0005050564371204735,26.92772994749762,26.959724685514278
220047+223770+223934+223944,4,0.0004933109385827882,21.439175935822597,21.441830418492113
223769+223770+223934+223939,4,0.0004933109385827882,21.48136576656996,21.484325632201458
220047+223769+223943+223946,4,0.0004933109385827882,21.55592619128719,21.55921493087774
220046+223769+223943+223946,4,0.0004933109385827882,21.557817216551758,21.56110595614231
220046+220047+223935+223941,4,0.0004933109385827882,22.491654823288975,22.49675236965433
220047+223770+223935+223941,4,0.0004933109385827882,22.513654142050058,22.51882216140664
220046+223770+223935+223941,4,0.0004933109385827882,22.515545167314627,22.52071318667121
220047+223769+223935+223941,4,0.0004933109385827882,22.533386579593373,22.538554598949954
220046+223769+223935+223941,4,0.0004933109385827882,22.53527760485794,22.54044562421452
220046+220047+223940+223947,4,0.0004933109385827882,22.54064529768966,22.548138925756703
223769+223770+223935+223941,4,0.0004933109385827882,22.557276923619025,22.562656361949283
220047+223770+223940+223947,4,0.0004933109385827882,22.562644616450743,22.57023220850609
220046+223770+223940+223947,4,0.0004933109385827882,22.564535641715313,22.572123233770657
220046+220047+223941+223947,4,0.0004933109385827882,22.571606431835,22.57515357239338
220047+223769+223940+223947,4,0.0004933109385827882,22.58237705399406,22.589941155052326
220046+223769+223940+223947,4,0.0004933109385827882,22.584268079258624,22.591832180316892
220047+223770+223941+223947,4,0.0004933109385827882,22.593605750596083,22.597293837136917
220046+223770+223941+223947,4,0.0004933109385827882,22.595496775860653,22.599184862401486
220047+223769+223941+223947,4,0.0004933109385827882,22.613338188139394,22.617026274680228
220046+223769+223941+223947,4,0.0004933109385827882,22.615229213403964,22.618917299944798
223769+223770+223941+223947,4,0.0004933109385827882,22.637228532165047,22.64112803767956
223936+223938+223943+223949,4,0.0004933109385827882,24.69740072117361,24.74316118347643
223936+223941+223943+223946,4,0.0004933109385827882,24.79391348265777,24.832462208858455
223936+223939+223943+229770,4,0.0004933109385827882,24.819871034426058,24.84892939780829
223936+223943+223944+229770,4,0.0004933109385827882,24.821303985247653,24.84979856470008
223936+223939+223943+230037,4,0.0004933109385827882,24.823641339456653,24.852723193835963
223936+223939+223943,3,0.0004933109385827882,24.82406417740401,24.853122540786245
223936+223943+223944+230037,4,0.0004933109385827882,24.825074290278252,24.853592360727752
223936+223939+223943+228194,4,0.0004933109385827882,24.81894314004158,24.85368632471605
223936+223943+223944,3,0.0004933109385827882,24.825497128225607,24.853991707678034
223936+223943+223944+228194,4,0.0004933109385827882,24.820376090863178,24.85455549160784
223936+223943+229770+230037,4,0.0004933109385827882,24.86349381599502,24.889005038818873
223936+223943+229770,3,0.0004933109385827882,24.863916653942375,24.889404385769154
223936+223943+228194+229770,4,0.0004933109385827882,24.858795616579947,24.88992118770481
223936+223943+230037,3,0.0004933109385827882,24.867686958972975,24.893198181796826
223936+223943,2,0.0004933109385827882,24.86810979692033,24.893597528747108
223936+223943+228194+230037,4,0.0004933109385827882,24.862565921610543,24.893714983732483
223936+223943+228194,3,0.0004933109385827882,24.8629887595579,24.894114330682765
223935+223936+223939+223945,4,0.0004933109385827882,25.7562104323518,25.79482963154371
223935+223936+223939+223941,4,0.0004933109385827882,25.76732167396845,25.80081983579793
223935+223936+223941+223945,4,0.0004933109385827882,25.760262629347302,25.803180681004005
223935+223936+223945+223946,4,0.0004933109385827882,25.766053160126383,25.80690400404045
223935+223938+223946+223948,4,0.0004933109385827882,25.779936339397924,25.81498490703438
223935+223942+223944+223948,4,0.0004933109385827882,25.800138596882746,25.838593359095128
223935+223940+223941+223948,4,0.0004933109385827882,25.792316094856645,25.83960347196937
223936+223942+223945+223947,4,0.0004933109385827882,25.81969485194799,25.862354502636865
223935+223940+223948+229770,4,0.0004933109385827882,25.82811637439951,25.866265753649913
223935+223940+223948+230037,4,0.0004933109385827882,25.83188667943011,25.870059549677585
223935+223940+223948,3,0.0004933109385827882,25.832309517377464,25.870458896627866
223935+223940+223948+228194,4,0.0004933109385827882,25.827188480015035,25.8710931535489
223935+223942+223948+229770,4,0.0004933109385827882,25.838558122599515,25.87327781627691
223935+223942+223948+230037,4,0.0004933109385827882,25.84232842763011,25.877071612304583
223935+223942+223948,3,0.0004933109385827882,25.84275126557747,25.877470959254865
223935+223942+223948+228194,4,0.0004933109385827882,25.837630228215037,25.878034743184674
223942+223945+223947+223948,4,0.0004933109385827882,25.871598209986022,25.913294729794806
223936+223939+223942+223948,4,0.0004933109385827882,26.8836843279813,26.91967253550077
220046+220047+223934+223944,4,0.0004815654400451027,21.41717661706151,21.4196666627515
220047+223770+223934+223939,4,0.0004815654400451027,21.437742985000998,21.440491431658817
220046+223770+223934+223944,4,0.0004815654400451027,21.441066961087163,21.44372144375668
220047+223769+223934+223944,4,0.0004815654400451027,21.458908373365908,21.461562856035425
220046+220047+223943+223944,4,0.0004815654400451027,21.50578465802981,21.507476009819236
220047+223770+223943+223944,4,0.0004815654400451027,21.527783976790897,21.52963976555985
223769+223770+223939+223943,4,0.0004815654400451027,21.56997380753826,21.572346398242875
223935+223936+223946+223949,4,0.0004815654400451027,25.735573591421087,25.77062215905754
223935+223938+223939+223948,4,0.0004815654400451027,25.770093611623345,25.804507922338765
223935+223938+223944+223948,4,0.0004815654400451027,25.771526562444944,25.80554152621008
223935+223936+223944+223946,4,0.0004815654400451027,25.77454515556913,25.805976109655976
223935+223945+223948+223949,4,0.0004815654400451027,25.77057517706339,25.811191111006707
223935+223936+223941+223946,4,0.0004815654400451027,25.777164401743033,25.815196326008056
223935+223941+223948+223949,4,0.0004815654400451027,25.781686418680042,25.81772160819366
223936+223938+223942+223947,4,0.0004815654400451027,25.781674673181502,25.82273693606925
223935+223939+223942+223948,4,0.0004815654400451027,25.798705646061148,25.836385205370043
223935+223936+223946+229770,4,0.0004815654400451027,25.812964681285898,25.84131831475587
223935+223940+223946+223948,4,0.0004815654400451027,25.798106625635725,25.842645556090627
223935+223936+223946+230037,4,0.0004815654400451027,25.816734986316494,25.845112110783543
223935+223936+223946,3,0.0004815654400451027,25.81715782426385,25.845511457733824
223935+223936+223946+228194,4,0.0004815654400451027,25.81203678690142,25.84614571465486
223936+223940+223945+223947,4,0.0004815654400451027,25.809253103747988,25.864997239807845
223936+223942+223946+223947,4,0.0004815654400451027,25.83659662434372,25.87359494473743
223942+223947+223948+223949,4,0.0004815654400451027,25.84111864128073,25.879714349475563
223935+223941+223948+229770,4,0.0004815654400451027,25.85907750854485,25.887994925944632
223935+223941+223948+230037,4,0.0004815654400451027,25.862847813575446,25.891788721972304
223935+223941+223948,3,0.0004815654400451027,25.863270651522804,25.892188068922586
223935+223941+223948+228194,4,0.0004815654400451027,25.85814961416037,25.892798834846545
223936+223938+223945+223948,4,0.0004815654400451027,26.84801324892235,26.88733717802652
223936+223938+223946+223948,4,0.0004815654400451027,26.86491502131808,26.898789039100766
223936+223941+223948+223949,4,0.0004815654400451027,26.866665100600194,26.899599478499866
223936+223942+223944+223948,4,0.0004815654400451027,26.8851172788029,26.92108199532529
223936+223941+223948+229770,4,0.0004815654400451027,26.944056190465005,26.969003629359047
223936+223941+223948+228194,4,0.0004815654400451027,26.943128296080527,26.97244506043059
223936+223941+223948+230037,4,0.0004815654400451027,26.9478264954956,26.97279742538672
223936+223941+223948,3,0.0004815654400451027,26.94824933344296,26.973196772337
220046+220047+223934+223939,4,0.0004698199415074173,21.415743666239912,21.41830418492113
223769+223770+223934+223938,4,0.0004698199415074173,21.436286543182327,21.441548526527207
220046+223770+223934+223939,4,0.0004698199415074173,21.439634010265564,21.442382456923383
223769+223770+223934+223949,4,0.0004698199415074173,21.443827153243518,21.44829044268784
220047+223769+223934+223939,4,0.0004698199415074173,21.45747542254431,21.460223869202128
220046+223769+223934+223944,4,0.0004698199415074173,21.460799398630474,21.46345388129999
220046+220047+223939+223943,4,0.0004698199415074173,21.50435170720821,21.506324950962544
223769+223770+223934+229770,4,0.0004698199415074173,21.52121824310833,21.522745157918227
223769+223770+223934+230037,4,0.0004698199415074173,21.524988548138925,21.526515462948826
223769+223770+223934,3,0.0004698199415074173,21.525411386086283,21.52693830089618
223769+223770+223934+228194,4,0.0004698199415074173,21.52029034872385,21.527995395764574
220047+223770+223939+223943,4,0.0004698199415074173,21.526351025969298,21.52851219770023
220046+223770+223943+223944,4,0.0004698199415074173,21.529675002055463,21.531530790824416
223769+223770+223943+223949,4,0.0004698199415074173,21.532435194211818,21.535817897790672
220047+223769+223943+223944,4,0.0004698199415074173,21.547516414334208,21.54937220310316
220046+220047+223935+223946,4,0.0004698199415074173,22.497445354068052,22.500898530638132
220047+223770+223935+223946,4,0.0004698199415074173,22.519444672829138,22.52303879538167
220046+223770+223935+223946,4,0.0004698199415074173,22.521335698093704,22.524929820646236
220047+223769+223935+223946,4,0.0004698199415074173,22.53917711037245,22.54277123292498
220046+223769+223935+223946,4,0.0004698199415074173,22.541068135637016,22.54466225818955
223769+223770+223935+223946,4,0.0004698199415074173,22.5630674543981,22.566872995924314
223769+223770+223940+223947,4,0.0004698199415074173,22.60626739801971,22.614042918051656
223935+223936+223938+223944,4,0.0004698199415074173,25.71962320440691,25.7553999929527
223935+223938+223948+223949,4,0.0004698199415074173,25.7325549982969,25.773899153149557
223935+223936+223938+229770,4,0.0004698199415074173,25.75804273012368,25.790248887114014
223935+223936+223938+230037,4,0.0004698199415074173,25.761813035154276,25.794042683141686
223935+223936+223938,3,0.0004698199415074173,25.762235873101634,25.794442030091968
223935+223936+223938+228194,4,0.0004698199415074173,25.757114835739202,25.795076287013003
223935+223936+223939+223946,4,0.0004698199415074173,25.77311220474753,25.80498948777881
223936+223938+223940+223947,4,0.0004698199415074173,25.7712329249815,25.814832215553388
223935+223939+223941+223948,4,0.0004698199415074173,25.819225032006482,25.85110231503776
223935+223941+223944+223948,4,0.0004698199415074173,25.82065798282808,25.85284064882134
223936+223940+223941+223947,4,0.0004698199415074173,25.820364345364638,25.86384618095115
223936+223940+223948+223949,4,0.0004698199415074173,26.835703966454854,26.877283031278264
223936+223940+223941+223948,4,0.0004698199415074173,26.8772947767768,26.917464381775684
223936+223939+223941+223948,4,0.0004698199415074173,26.904203713926638,26.93300367634104
220046+220047+223934+223938,4,0.00045807444296973185,21.370664442852277,21.37566802522933
220047+223770+223934+223938,4,0.00045807444296973185,21.392663761613363,21.397761307978715
220046+223770+223934+223938,4,0.00045807444296973185,21.39455478687793,21.39962884224621
220046+223770+223934+223949,4,0.00045807444296973185,21.402095396939124,21.406394249403917
220046+220047+223934+229770,4,0.00045807444296973185,21.45559614277828,21.4567237106379
220046+220047+223934+230037,4,0.00045807444296973185,21.459366447808875,21.460494015668495
220046+220047+223934,3,0.00045807444296973185,21.459789285756234,21.460916853615853
220046+220047+223934+228194,4,0.00045807444296973185,21.4546682483938,21.461973948484243
220046+223769+223934+223939,4,0.00045807444296973185,21.459366447808875,21.462114894466694
220046+220047+223943+223949,4,0.00045807444296973185,21.46681309388177,21.46991390549572
220047+223770+223934+229770,4,0.00045807444296973185,21.477595461539366,21.478910957375586
220046+223770+223934+229770,4,0.00045807444296973185,21.479486486803932,21.480801982640152
220047+223770+223934+230037,4,0.00045807444296973185,21.48136576656996,21.48268126240618
220047+223770+223934,3,0.00045807444296973185,21.48178860451732,21.48310410035354
220047+223770+223934+228194,4,0.00045807444296973185,21.476667567154887,21.48416119522193
220046+223770+223934+230037,4,0.00045807444296973185,21.48325679183453,21.48457228767075
220046+223770+223934,3,0.00045807444296973185,21.483679629781886,21.484995125618106
220046+223770+223934+228194,4,0.00045807444296973185,21.478558592419454,21.4860522204865
220046+223770+223943+223949,4,0.00045807444296973185,21.49070343790742,21.493921704506747
220046+223770+223939+223943,4,0.00045807444296973185,21.528242051233864,21.5304032229648
220046+220047+223943+229770,4,0.00045807444296973185,21.54420418374658,21.544979386650066
220047+223769+223939+223943,4,0.00045807444296973185,21.54608346351261,21.54824463524354
220046+220047+223943+230037,4,0.00045807444296973185,21.547974488777175,21.548749691680662
220046+220047+223943,3,0.00045807444296973185,21.548397326724533,21.54917252962802
220046+220047+223943+228194,4,0.00045807444296973185,21.5432762893621,21.55013566050811
220046+223769+223943+223944,4,0.00045807444296973185,21.549407439598774,21.551263228367727
223769+223770+223943+229770,4,0.00045807444296973185,21.60982628407663,21.611000833930397
223769+223770+223943+230037,4,0.00045807444296973185,21.613596589107225,21.614771138960993
223769+223770+223943,3,0.00045807444296973185,21.614019427054583,21.61519397690835
223769+223770+223943+228194,4,0.00045807444296973185,21.60889838969215,21.61615710778844
220046+220047+223946+223947,4,0.00045807444296973185,22.577396962614078,22.580356828245574
220047+223770+223946+223947,4,0.00045807444296973185,22.599396281375164,22.60249709298911
220046+223770+223946+223947,4,0.00045807444296973185,22.60128730663973,22.60438811825368
220047+223769+223946+223947,4,0.00045807444296973185,22.619128718918475,22.622229530532422
220046+223769+223946+223947,4,0.00045807444296973185,22.62101974418304,22.624120555796992
223769+223770+223946+223947,4,0.00045807444296973185,22.643019062944127,22.646331293531755
223935+223936+223944+223949,4,0.00045807444296973185,25.727163814468106,25.76134321521277
223935+223946+223948+223949,4,0.00045807444296973185,25.78747694945912,25.822126170145292
223936+223942+223947+223949,4,0.00045807444296973185,25.789215283242697,25.828210338387812
223936+223938+223945+223947,4,0.00045807444296973185,25.79108281751019,25.830524201599737
223936+223938+223941+223947,4,0.00045807444296973185,25.80219405912684,25.83696073479839
223935+223938+223948+229770,4,0.00045807444296973185,25.809946088161713,25.840225983391864
223935+223938+223948+230037,4,0.00045807444296973185,25.81371639319231,25.844019779419536
223935+223938+223948,3,0.00045807444296973185,25.814139231139666,25.844419126369818
223935+223938+223948+228194,4,0.00045807444296973185,25.809018193777234,25.845029892293777
223935+223939+223945+223948,4,0.00045807444296973185,25.808113790389832,25.845206074771845
223935+223944+223945+223948,4,0.00045807444296973185,25.80954674121143,25.846873935564194
223938+223940+223947+223948,4,0.00045807444296973185,25.823136283019533,25.8652321497786
223935+223941+223946+223948,4,0.00045807444296973185,25.829067759781065,25.866136553165997
223936+223941+223945+223947,4,0.00045807444296973185,25.840214237893328,25.878997874064765
223935+223945+223948+229770,4,0.00045807444296973185,25.8479662669282,25.881534901748903
223935+223945+223948+230037,4,0.00045807444296973185,25.851736571958796,25.885328697776576
223935+223945+223948,3,0.00045807444296973185,25.852159409906154,25.885728044726857
223935+223945+223948+228194,4,0.00045807444296973185,25.84703837254372,25.88633881065082
223935+223946+223948+229770,4,0.00045807444296973185,25.86486803932393,25.892399487896263
223935+223946+223948+230037,4,0.00045807444296973185,25.868638344354526,25.896193283923935
223935+223946+223948,3,0.00045807444296973185,25.869061182301884,25.896592630874217
223935+223946+223948+228194,4,0.00045807444296973185,25.863940144939452,25.897203396798176
223939+223942+223947+223948,4,0.00045807444296973185,25.878657254607173,25.91337694828457
223942+223944+223947+223948,4,0.00045807444296973185,25.88009020542877,25.915397174033053
223940+223945+223947+223948,4,0.00045807444296973185,25.86115646178602,25.916242849927766
223936+223939+223940+223948,4,0.00045807444296973185,26.873242579781298,26.911321486040475
223936+223941+223944+223948,4,0.00045807444296973185,26.905636664748236,26.934107753203584
220046+220047+223934+223949,4,0.0004463289444320464,21.378205052913472,21.382386450392886
220047+223770+223934+223949,4,0.0004463289444320464,21.400204371674555,21.404526715136424
220047+223769+223934+223938,4,0.0004463289444320464,21.412396199156674,21.417470254524954
220046+223769+223934+223938,4,0.0004463289444320464,21.41428722442124,21.419337788792447
220046+223769+223934+223949,4,0.0004463289444320464,21.421827834482436,21.426126686947228
220046+220047+223938+223943,4,0.0004463289444320464,21.459272483820577,21.463430390302918
220047+223770+223943+223949,4,0.0004463289444320464,21.488812412642854,21.492054170239257
220047+223769+223934+229770,4,0.0004463289444320464,21.497327899082677,21.498643394918897
220046+223769+223934+229770,4,0.0004463289444320464,21.499218924347243,21.500534420183463
220047+223769+223934+230037,4,0.0004463289444320464,21.501098204113273,21.502413699949493
220047+223769+223934,3,0.0004463289444320464,21.50152104206063,21.50283653789685
220047+223769+223934+228194,4,0.0004463289444320464,21.4964000046982,21.503893632765244
220046+223769+223934+230037,4,0.0004463289444320464,21.502989229377842,21.504304725214062
220046+223769+223934,3,0.0004463289444320464,21.503412067325197,21.504727563161417
220046+223769+223934+228194,4,0.0004463289444320464,21.49829102996277,21.50578465802981
220046+223769+223943+223949,4,0.0004463289444320464,21.510435875450735,21.513654142050058
223769+223770+223938+223943,4,0.0004463289444320464,21.524894584150623,21.529310891600794
220046+223769+223939+223943,4,0.0004463289444320464,21.547974488777175,21.55013566050811
220047+223770+223943+229770,4,0.0004463289444320464,21.566203502507665,21.567166633387753
220046+223770+223943+229770,4,0.0004463289444320464,21.56809452777223,21.569057658652323
220047+223770+223943+230037,4,0.0004463289444320464,21.56997380753826,21.570936938418352
220047+223770+223943,3,0.0004463289444320464,21.57039664548562,21.571359776365707
220047+223770+223943+228194,4,0.0004463289444320464,21.565275608123187,21.5723229072458
220046+223770+223943+230037,4,0.0004463289444320464,21.571864832802827,21.57282796368292
220046+223770+223943,3,0.0004463289444320464,21.572287670750185,21.573250801630277
220046+223770+223943+228194,4,0.0004463289444320464,21.567166633387753,21.574213932510364
223769+223770+223935+223944,4,0.0004463289444320464,22.554657677445118,22.55693630416143
220047+223770+223944+223947,4,0.0004463289444320464,22.59098650442218,22.592466437237928
220047+223769+223944+223947,4,0.0004463289444320464,22.61071894196549,22.61219887478124
223769+223770+223944+223947,4,0.0004463289444320464,22.634609285991143,22.63630063778057
223770+223940+223942+223943,4,0.0004463289444320464,24.238692021282844,24.2518939616392
223769+223940+223942+223943,4,0.0004463289444320464,24.258424458826156,24.271555926191287
223935+223936+223938+223939,4,0.0004463289444320464,25.718190253585313,25.754930173011193
223935+223936+223939+223949,4,0.0004463289444320464,25.725730863646508,25.760192156356077
223935+223936+223949+229770,4,0.0004463289444320464,25.765583340184875,25.795886726412103
223935+223936+223949+230037,4,0.0004463289444320464,25.76935364521547,25.799680522439775
223935+223936+223949,3,0.0004463289444320464,25.76977648316283,25.800079869390057
223935+223936+223949+228194,4,0.0004463289444320464,25.764655445800397,25.800714126311092
223935+223939+223948+223949,4,0.0004463289444320464,25.77763422168454,25.811320311490622
223935+223944+223948+223949,4,0.0004463289444320464,25.77906717250614,25.813176100259575
223936+223940+223947+223949,4,0.0004463289444320464,25.778773535042696,25.82039958186025
223935+223936+223944+229770,4,0.0004463289444320464,25.804554904332914,25.831358131995913
223935+223936+223944+230037,4,0.0004463289444320464,25.808325209363513,25.835151928023585
223935+223936+223944,3,0.0004463289444320464,25.808748047310868,25.835551274973866
223935+223936+223944+228194,4,0.0004463289444320464,25.803627009948436,25.836185531894902
223936+223945+223947+223949,4,0.0004463289444320464,25.798623427571382,25.836185531894902
223935+223941+223945+223948,4,0.0004463289444320464,25.812165987385335,25.854073926167796
223935+223939+223946+223948,4,0.0004463289444320464,25.825015562785563,25.855412913001093
223936+223939+223940+223947,4,0.0004463289444320464,25.81631214836914,25.85556560448208
223936+223940+223944+223947,4,0.0004463289444320464,25.817745099190734,25.85643477137387
223935+223944+223946+223948,4,0.0004463289444320464,25.82644851360716,25.85715124678467
223935+223945+223946+223948,4,0.0004463289444320464,25.817956518164415,25.857938195186694
223936+223939+223942+223947,4,0.0004463289444320464,25.82675389656914,25.86293003206521
223936+223942+223944+223947,4,0.0004463289444320464,25.828186847390736,25.864339491889734
223936+223940+223946+223947,4,0.0004463289444320464,25.82615487614372,25.867639976978822
223935+223936+229770+230037,4,0.0004463289444320464,25.846744735080282,25.87070555209716
223935+223936+229770,3,0.0004463289444320464,25.847167573027637,25.87110489904744
223935+223936+228194+229770,4,0.0004463289444320464,25.842046535665208,25.871692173974324
223935+223936+230037,3,0.0004463289444320464,25.850937878058236,25.874898695075114
223935+223936,2,0.0004463289444320464,25.85136071600559,25.875298042025396
223935+223936+228194+230037,4,0.0004463289444320464,25.845816840695804,25.875485970001996
223935+223936+228194,3,0.0004463289444320464,25.84623967864316,25.875885316952278
223936+223939+223941+223947,4,0.0004463289444320464,25.847273282514475,25.87689542982652
223936+223941+223944+223947,4,0.0004463289444320464,25.848706233336074,25.877882051703686
223936+223945+223946+223947,4,0.0004463289444320464,25.846004768672405,25.8834964000047
223940+223941+223947+223948,4,0.0004463289444320464,25.87226770340267,25.91509179107107
223942+223947+223948+229770,4,0.0004463289444320464,25.918509731145537,25.950480978165118
223942+223947+223948+230037,4,0.0004463289444320464,25.922280036176137,25.95427477419279
223942+223947+223948,3,0.0004463289444320464,25.92270287412349,25.95467412114307
223942+223947+223948+228194,4,0.0004463289444320464,25.917581836761062,25.955120450087502
223936+223946+223948+223949,4,0.0004463289444320464,26.872455631379275,26.904708770363758
223936+223940+223944+223948,4,0.0004463289444320464,26.874675530602897,26.912425562903017
223936+223940+223948+229770,4,0.0004463289444320464,26.913095056319666,26.94661670914622
223936+223940+223948+228194,4,0.0004463289444320464,26.912167161935187,26.950081631214836
223936+223940+223948+230037,4,0.0004463289444320464,26.91686536135026,26.950410505173892
223936+223940+223948,3,0.0004463289444320464,26.91728819929762,26.950809852124173
223936+223946+223948+229770,4,0.0004463289444320464,26.949846721244082,26.97411292122294
223936+223946+223948+228194,4,0.0004463289444320464,26.948918826859607,26.977554352294483
223936+223946+223948+230037,4,0.0004463289444320464,26.95361702627468,26.977906717250615
223936+223946+223948,3,0.0004463289444320464,26.954039864222036,26.978306064200893
220047+223769+223934+223949,4,0.000434583445894361,21.419936809217866,21.424259152679735
220047+223770+223938+223943,4,0.000434583445894361,21.48127180258166,21.485523673052302
220046+223770+223938+223943,4,0.000434583445894361,21.48316282784623,21.487391207319796
220047+223769+223943+223949,4,0.000434583445894361,21.508544850186166,21.511786607782568
220047+223769+223943+229770,4,0.000434583445894361,21.585935940050977,21.586899070931064
220046+223769+223943+229770,4,0.000434583445894361,21.587826965315543,21.588790096195634
220047+223769+223943+230037,4,0.000434583445894361,21.589706245081572,21.590669375961664
220047+223769+223943,3,0.000434583445894361,21.59012908302893,21.59109221390902
220047+223769+223943+228194,4,0.000434583445894361,21.5850080456665,21.59205534478911
220046+223769+223943+230037,4,0.000434583445894361,21.59159727034614,21.59256040122623
220046+223769+223943,3,0.000434583445894361,21.592020108293497,21.592983239173588
220046+223769+223943+228194,4,0.000434583445894361,21.586899070931064,21.593946370053676
220047+223770+223935+223939,4,0.000434583445894361,22.50960194505456,22.51131678784106
220047+223770+223935+223944,4,0.000434583445894361,22.511034895876154,22.513125594615865
220047+223769+223935+223939,4,0.000434583445894361,22.52933438259787,22.531049225384372
220047+223769+223935+223944,4,0.000434583445894361,22.530767333419465,22.532858032159176
223769+223770+223935+223939,4,0.000434583445894361,22.553224726623522,22.5551509883837
220046+223770+223947+223949,4,0.000434583445894361,22.553905965538707,22.55644299322285
220046+223769+223947+223949,4,0.000434583445894361,22.57363840308202,22.57617543076616
220047+223770+223939+223947,4,0.000434583445894361,22.58955355360058,22.590869049436805
220046+223770+223944+223947,4,0.000434583445894361,22.59287752968675,22.594357462502497
223769+223770+223947+223949,4,0.000434583445894361,22.595637721843104,22.598362677503847
220047+223769+223939+223947,4,0.000434583445894361,22.609285991143896,22.610601486980116
220046+223769+223944+223947,4,0.000434583445894361,22.61260996723006,22.61408990004581
223769+223770+223939+223947,4,0.000434583445894361,22.633176335169548,22.634703249979445
223770+223934+223940+223942,4,0.000434583445894361,24.150083980314545,24.16716193518834
223769+223934+223940+223942,4,0.000434583445894361,24.169816417857856,24.186823899740425
223935+223936+223938+223949,4,0.000434583445894361,25.68065164025887,25.723170344965293
223935+223936+223939+223944,4,0.000434583445894361,25.764702427794546,25.797824733670822
223935+223936+223939+229770,4,0.000434583445894361,25.803121953511315,25.830348019121672
223936+223938+223939+223947,4,0.000434583445894361,25.798141862131338,25.83142860498714
223935+223936+223939+230037,4,0.000434583445894361,25.806892258541914,25.834141815149344
223935+223936+223939,3,0.000434583445894361,25.80731509648927,25.834541162099626
223935+223936+223939+228194,4,0.000434583445894361,25.80219405912684,25.83517541902066
223936+223938+223946+223947,4,0.000434583445894361,25.807984589905917,25.841788134697378
223940+223947+223948+223949,4,0.000434583445894361,25.830676893080728,25.872255957904134
223938+223945+223947+223948,4,0.000434583445894361,25.842986175548223,25.881065081807396
223938+223944+223947+223948,4,0.000434583445894361,25.85147817099097,25.88262723311291
223938+223941+223947+223948,4,0.000434583445894361,25.854097417164873,25.887525106003125
223936+223942+223947+229770,4,0.000434583445894361,25.866606373107505,25.899564242004253
223936+223942+223947+230037,4,0.000434583445894361,25.870376678138104,25.903358038031925
223936+223942+223947,3,0.000434583445894361,25.87079951608546,25.903757384982207
223936+223942+223947+228194,4,0.000434583445894361,25.86567847872303,25.904227204923714
223936+223941+223947+229770,4,0.000434583445894361,25.887125759052843,25.91338869378311
223936+223941+223947+230037,4,0.000434583445894361,25.89089606408344,25.91718248981078
223936+223941+223947,3,0.000434583445894361,25.891318902030797,25.917581836761062
223936+223941+223947+228194,4,0.000434583445894361,25.886197864668365,25.91809863869672
223936+223945+223948+223949,4,0.000434583445894361,26.855553858983544,26.893421346269044
223936+223940+223945+223948,4,0.000434583445894361,26.86618353516015,26.916148885939464
223936+223938+223948+229770,4,0.000434583445894361,26.894924770081865,26.925157683317867
223936+223938+223948+228194,4,0.000434583445894361,26.89399687569739,26.92859911438941
223936+223938+223948+230037,4,0.000434583445894361,26.898695075112464,26.928951479345542
223936+223938+223948,3,0.000434583445894361,26.89911791305982,26.92935082629582
223936+223939+223944+223948,4,0.000434583445894361,26.901584467752734,26.932075781956566
223936+223941+223945+223948,4,0.000434583445894361,26.89714466930549,26.933250331810335
223936+223939+223946+223948,4,0.000434583445894361,26.909994244705718,26.938065986210784
220047+223769+223938+223943,4,0.00042283794735667555,21.50100424012497,21.505232619598537
220046+223769+223938+223943,4,0.00042283794735667555,21.50289526538954,21.50710015386603
220046+223770+223935+223949,4,0.00042283794735667555,22.47395435699268,22.477360551568612
